expediente|curso_academico|cod_plan|des_plan|becario
15|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
16|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
17|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
18|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
19|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
20|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
21|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
22|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
23|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
24|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
26|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
27|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
28|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
30|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
31|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
32|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
33|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
34|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
35|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
36|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
37|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
38|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
39|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
40|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
41|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
43|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
44|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
47|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
48|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
49|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
50|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
51|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
52|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
53|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
54|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
55|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
56|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
59|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
60|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
61|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
62|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
63|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
64|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
65|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
66|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
67|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
68|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
69|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
70|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
71|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
72|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
73|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
74|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
75|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
76|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
77|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
78|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
79|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
80|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
81|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
82|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
83|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
84|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
85|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
86|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
87|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
88|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
89|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
90|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
91|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
92|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
93|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
94|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
95|2009-10|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
2|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
3|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
4|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
5|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
7|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
8|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
9|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
10|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
11|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
13|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
14|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
15|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
16|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
17|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
18|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
19|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
20|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
21|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
22|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
23|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
24|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
25|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
26|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
27|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
28|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
29|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
30|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|S
31|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
32|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
33|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
34|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
35|2009-10|1631|MÁSTER UNIVERSITARIO EN INVESTIGACIÓN EN INGENIERIA Y ARQUITECTURA|N
1|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
2|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
3|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
4|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
5|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
6|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
7|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
8|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
9|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
10|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
11|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
12|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
13|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
15|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
16|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
17|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
18|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
23|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
24|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
26|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
27|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
28|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
29|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
30|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
31|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
32|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
34|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
35|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
36|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
37|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
38|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
39|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
40|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
41|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
43|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
44|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
45|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
47|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
48|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
50|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
51|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
52|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
55|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
56|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
57|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
58|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
59|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
60|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
61|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
62|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
63|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
64|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
66|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
67|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
68|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
69|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
71|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
72|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
73|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
74|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
76|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
77|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
79|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
80|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
83|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
85|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
88|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
89|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
90|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
91|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
92|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
93|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
94|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
95|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
97|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
99|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
100|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
101|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
102|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
103|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
104|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
105|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
106|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
108|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
109|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
110|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
111|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
112|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
113|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
115|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
116|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
117|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
119|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
120|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
121|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
122|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
123|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
124|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
125|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
126|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
127|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
128|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
129|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
130|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
131|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
132|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
133|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
134|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
135|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
136|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
137|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
138|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
139|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
140|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
141|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
142|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
143|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
144|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
145|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
146|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
147|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
148|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
149|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
150|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
151|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
152|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
153|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
154|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
155|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
157|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
158|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
160|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
161|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
162|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
163|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
164|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
165|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
166|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
167|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
170|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
171|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
173|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
174|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
175|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|N
176|2010-11|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|S
2|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
4|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
5|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
6|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|S
8|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
9|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
10|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
11|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
12|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
16|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
17|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|S
18|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
19|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
20|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|N
24|2010-11|1624|GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|S
