des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Formación Profesional|H|MALPARTIDA DE CÁCERES|(1985.0, 1990.0]|5.85|620|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|H|MONTEHERMOSO|(1995.0, 2000.0]|12.046|623|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|H|LA ZARZA|(1995.0, 2000.0]|8.582|625|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.196|632|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.624|633|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|H|TRUJILLO|(1990.0, 1995.0]|5.622|637|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|EXT|Selectividad|D|VILLAFRANCA DE LOS BARROS|(1990.0, 1995.0]|5.968|640|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|EXT|Selectividad|H|CASTAÑAR DE IBOR|(1995.0, 2000.0]|5.564|643|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|EXT|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.886|645|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|EXT|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.486|650|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|EXT|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|5.242|664|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|11.364|668|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|D|ALMENDRALEJO|(1995.0, 2000.0]|10.458|679|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|EXT|Selectividad|H|CÓRDOBA|(1995.0, 2000.0]|7.296|690|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.836|720|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|D|AZUAGA|(1995.0, 2000.0]|7.14|721|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|6.62|722|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|D|SIERRA DE FUENTES|(1995.0, 2000.0]|8.9|727|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.214|729|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.314|731|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|H|QUINTANA DE LA SERENA|(1995.0, 2000.0]|9.472|733|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|JUN|Selectividad|D|ESPARRAGOSA DE LA SERENA|(1995.0, 2000.0]|11.244|739|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.196|741|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|0|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.822|753|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2015-16|1|JUN|Selectividad|D|TRUJILLO|(1985.0, 1990.0]|6.99|765|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|0|EXT|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|6.874|773|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|0|JUN|Selectividad|H|CAMINOMORISCO|(1995.0, 2000.0]|6.36|776|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.39|779|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.906|783|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|0|EXT|Selectividad|H|DON BENITO|(1995.0, 2000.0]|7.996|785|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|1|JUN|Formación Profesional|D|CHIPIONA|(1985.0, 1990.0]|5.6|790|1623
GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2016-17|1|JUN|Formación Profesional|H|PLASENCIA|(1990.0, 1995.0]|5.38|791|1623
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|JUN|Selectividad|H|CORIA|(1985.0, 1990.0]|5.21|4|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|HUELVA|(1985.0, 1990.0]|5.52|5|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|JUN|Selectividad|D|CORIA|(1990.0, 1995.0]|5.99|8|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|JUN|Selectividad|H|CORIA|(1990.0, 1995.0]|8.12|10|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.43|11|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|ALBURQUERQUE|(1990.0, 1995.0]|5.81|16|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|JUN|Formación Profesional|H|CORIA|(1985.0, 1990.0]|5.89|20|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|SALAMANCA|(1990.0, 1995.0]|6.49|24|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|SEP|Selectividad|H|MAGUILLA|(1990.0, 1995.0]|5.25|25|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|SEP|Selectividad|H|NAVALVILLAR DE PELA|(1990.0, 1995.0]|5.58|26|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.77|28|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|SEP|Selectividad|H|BARRADO|(1990.0, 1995.0]|6.82|30|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|JUN|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.47|31|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.23|33|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|PLASENCIA|(1985.0, 1990.0]|8.89|34|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.95|39|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|0|JUN|Selectividad|H|PLASENCIA|(1985.0, 1990.0]|5.86|45|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.14|47|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|H|SANTA AMALIA|(1985.0, 1990.0]|5.65|50|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|D|MALPARTIDA DE PLASENCIA|(1985.0, 1990.0]|8.73|51|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.92|52|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2009-10|1|SEP|Selectividad|D|MADRID|(1985.0, 1990.0]|5.16|54|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|8.444|63|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|8.106|64|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|6.092|68|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|H|BÉJAR|(1990.0, 1995.0]|5.661|69|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|D|ESPARRAGOSA DE LARES|(1990.0, 1995.0]|5.524|70|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.986|72|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|0|JUN|Selectividad|D|CAMPILLOS|(1990.0, 1995.0]|7.136|77|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|1|JUN|Selectividad|H|CÁCERES|(1985.0, 1990.0]|7.68|80|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2010-11|1|SEP|Selectividad|H|BADAJOZ|(1985.0, 1990.0]|5.4|83|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.558|104|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|JUN|Selectividad|H|GUAREÑA|(1990.0, 1995.0]|7.246|105|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|JUN|Selectividad|H|TRUJILLO|(1990.0, 1995.0]|5.622|115|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|JUN|Selectividad|D|MADRIGALEJO|(1990.0, 1995.0]|7.172|116|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|SEP|Selectividad|H|MALPARTIDA DE CÁCERES|(1990.0, 1995.0]|5.024|119|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|SEP|Selectividad|H|SANTA AMALIA|(1985.0, 1990.0]|5.376|121|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|0|SEP|Selectividad|H|LOS GUADALPERALES|(1990.0, 1995.0]|6.022|122|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2011-12|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.176|124|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|0|JUN|Selectividad|D|PLASENCIA|(1990.0, 1995.0]|8.768|136|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|6.896|137|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|0|JUN|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|6.71|138|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|6.226|139|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.796|142|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.33|143|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.35|144|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|8.608|152|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2012-13|1|SEP|Selectividad|H|AZUAGA|(1985.0, 1990.0]|5.23|153|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2013-14|0|JUN|Selectividad|D|MADRIGALEJO|(1990.0, 1995.0]|11.136|169|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2013-14|1|JUN|Selectividad|H|RONDA|(1990.0, 1995.0]|5.04|173|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2013-14|0|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.82|182|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2013-14|1|SEP|Formación Profesional|H|CACABELOS|(1985.0, 1990.0]|5.9|203|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2013-14|1|SEP|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|6.582|208|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|0|JUN|Selectividad|D|QUINTANA DE LA SERENA|(1995.0, 2000.0]|8.074|233|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|1|JUN|Selectividad|H|MADRIGALEJO|(1990.0, 1995.0]|6.606|235|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|1|JUN|Formación Profesional|D|CHIPIONA|(1985.0, 1990.0]|5.6|236|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|0|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|6.328|239|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|1|JUN|Selectividad|H|MONTEHERMOSO|(1990.0, 1995.0]|7.118|240|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2014-15|0|SEP|Selectividad|H|ZALAMEA DE LA SERENA|(1990.0, 1995.0]|7.054|251|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2015-16|1|JUN|Selectividad|H|ZARZA LA MAYOR|(1995.0, 2000.0]|7.532|288|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.676|290|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2015-16|1|JUN|Selectividad|H|LLERENA|(1990.0, 1995.0]|6.542|292|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2015-16|1|JUN|Selectividad|D|VILLAFRANCA DE LOS BARROS|(1995.0, 2000.0]|7.26|293|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2015-16|1|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|5.792|300|1624
GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.94|310|1624
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.57|7|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|JUN|Selectividad|H|CORIA|(1990.0, 1995.0]|5.96|15|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|JUN|Selectividad|D|ORELLANA LA VIEJA|(1990.0, 1995.0]|7.39|19|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.41|20|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.06|21|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|6.53|23|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.93|24|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|JUN|Formación Profesional|H|CARTAGENA|(1985.0, 1990.0]|5.8|29|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.09|31|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|FREGENAL DE LA SIERRA|(1990.0, 1995.0]|5.39|32|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.51|33|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|5.47|34|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|5.29|37|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|6.07|40|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.35|42|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|D|OLIVENZA|(1990.0, 1995.0]|5.09|44|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|SEP|Selectividad|D|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.55|51|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|0|SEP|Selectividad|H|DONOSTIA-SAN SEBASTIÁN|(1990.0, 1995.0]|5.14|52|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|TORREORGAZ|(1985.0, 1990.0]|5.19|55|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|JUN|Selectividad|H|NAVALVILLAR DE PELA|(1985.0, 1990.0]|5.22|56|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2008-09|1|JUN|Selectividad|D|CÁCERES|(1985.0, 1990.0]|6.13|60|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|8.38|68|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|JUN|Selectividad|H|VILANOVA I LA GELTRÚ|(1990.0, 1995.0]|6.728|69|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|JUN|Selectividad|H|PUEBLA DE SANCHO PÉREZ|(1990.0, 1995.0]|6.02|72|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.328|73|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.684|74|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|JUN|Selectividad|H|MADRIGALEJO|(1985.0, 1990.0]|5.272|75|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|JUN|Selectividad|D|BURGUILLOS DEL CERRO|(1990.0, 1995.0]|7.55|78|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|JUN|Formación Profesional|D|CHIPIONA|(1985.0, 1990.0]|5.6|80|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|JUN|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.47|82|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|5.736|86|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.736|90|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|SEP|Selectividad|H|JARAÍZ DE LA VERA|(1985.0, 1990.0]|5.29|91|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2009-10|1|JUN|Selectividad|D|TRUJILLO|(1985.0, 1990.0]|6.99|96|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|13.464|99|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|11.276|109|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|JUN|Selectividad|D|PLASENCIA|(1990.0, 1995.0]|7.246|111|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|JUN|Selectividad|H|PIORNAL|(1990.0, 1995.0]|6.054|117|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|SEP|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.822|120|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|0|SEP|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.442|123|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|SEP|Selectividad|H|CORIA|(1990.0, 1995.0]|5.624|124|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|SEP|Selectividad|D|CAMPANARIO|(1990.0, 1995.0]|6.228|125|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|SEP|Selectividad|H|CAMPANARIO|(1990.0, 1995.0]|5.482|132|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2011-12|1|SEP|Selectividad|H|BADAJOZ|(1985.0, 1990.0]|5.4|137|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1985.0, 1990.0]|6.83|145|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2010-11|0|SEP|Selectividad|H|BADAJOZ|(1985.0, 1990.0]|5.71|149|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|11.678|151|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Selectividad|H|ZAHÍNOS|(1990.0, 1995.0]|6.994|154|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|0|JUN|Selectividad|H|LLERENA|(1990.0, 1995.0]|6.542|159|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|6.55|172|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Formación Profesional|H|MONTÁNCHEZ|(1985.0, 1990.0]|6.45|173|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Formación Profesional|H|AZUAGA|(1985.0, 1990.0]|5.63|174|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Selectividad|H|CAÑAMERO|(1990.0, 1995.0]|7.004|176|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|SEP|Selectividad|H|ZAHÍNOS|(1990.0, 1995.0]|8.696|177|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2012-13|1|JUN|Selectividad|H|PERALEDA DE LA MATA|(1990.0, 1995.0]|5.706|180|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|0|JUN|Formación Profesional|D|MÉRIDA|(1990.0, 1995.0]|7.88|208|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|1|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|6.392|209|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|0|JUN|Selectividad|H|ARROYO DE LA LUZ|(1990.0, 1995.0]|8.846|211|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|0|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|6.49|218|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|1|SEP|Selectividad|H|PONFERRADA|(1980.0, 1985.0]|6.07|240|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|0|SEP|Selectividad|H|SANTA AMALIA|(1985.0, 1990.0]|5.376|241|1625
GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS|2013-14|1|JUN|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.61|250|1625
